,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,Thunder Bay,CA,48.4001,-89.3168,278.14,65,100,3.6,overcast clouds
447,Floro,NO,61.5996,5.0328,284.24,58,100,8.23,overcast clouds
448,Nago,JP,26.5881,127.9761,296.62,65,100,5.44,overcast clouds
449,Saint Anthony,US,45.0205,-93.218,280.09,65,0,3.09,clear sky
450,Lulea,SE,65.5842,22.1547,274.19,86,100,3.6,overcast clouds
451,Labuhan,ID,-6.8844,112.2051,300.03,77,82,3.96,broken clouds
452,Korla,CN,41.7597,86.1469,273.03,15,65,7.74,broken clouds
453,Qingyuan,CN,23.7,113.0333,295.14,96,100,1.88,overcast clouds
454,Bethanien,NA,-26.502,17.1583,292.34,28,0,3.26,clear sky
455,Richards Bay,ZA,-28.783,32.0377,293.21,94,100,2.34,light rain
456,Rio Gallegos,AR,-51.6226,-69.2181,286.18,35,20,5.14,few clouds
457,Prado,BR,-17.3411,-39.2208,296.34,95,100,2.71,moderate rain
458,Samarai,PG,-10.6167,150.6667,302.08,71,100,1.28,overcast clouds
459,Batticaloa,LK,7.7102,81.6924,298.81,80,37,1.35,scattered clouds
460,Mehamn,NO,71.0357,27.8492,273.12,80,75,5.14,broken clouds
461,Rehli,IN,23.6333,79.0833,286.06,44,0,1.14,clear sky
462,Bermeo,ES,43.4209,-2.7215,285.64,60,99,4.44,overcast clouds
463,Naivasha,KE,-0.7167,36.4359,288.21,92,100,1.11,overcast clouds
464,Grindavik,IS,63.8424,-22.4338,277.41,81,0,6.69,clear sky
465,Cerro Largo,BR,-28.1486,-54.7381,298.07,59,0,4.26,clear sky
466,Khovu-Aksy,RU,51.1333,93.6,244.93,97,100,2.7,overcast clouds
467,Njombe,TZ,-9.3333,34.7667,287.18,90,100,2.78,overcast clouds
468,Tyrma,RU,50.0833,132.1667,257.03,92,96,0.42,overcast clouds
469,Byron Bay,AU,-28.65,153.6167,301.45,58,77,6.18,broken clouds
470,Kaka,TM,37.3482,59.6143,285.51,36,0,2.06,clear sky
471,Shelburne,CA,44.0787,-80.2041,279.04,68,1,7.63,clear sky
472,La Ronge,CA,55.1001,-105.2842,264.29,79,75,1.54,broken clouds
473,Blytheville,US,35.9273,-89.919,286.59,93,100,4.12,overcast clouds
474,Praia,CV,14.9215,-23.5087,296.45,83,0,6.17,clear sky
475,Mao,ES,39.8885,4.2658,281.46,87,0,1.54,clear sky
476,Bilma,NE,18.6853,12.9164,291.76,23,17,2.14,few clouds
477,Rocha,UY,-34.4833,-54.3333,290.93,98,6,4.29,clear sky
478,Yulara,AU,-25.2406,130.9889,300.61,39,0,4.22,clear sky
479,Bani,DO,18.2833,-70.3333,299.18,83,38,4.64,light rain
480,Sur,OM,22.5667,59.5289,296.81,65,0,0.86,clear sky
481,Hervey Bay,AU,-25.2986,152.8535,298.58,71,96,7.09,overcast clouds
482,Saraland,US,30.8207,-88.0706,295.96,90,100,4.97,moderate rain
483,Havelock,US,34.8791,-76.9013,285.34,93,0,0.0,clear sky
484,Hobyo,SO,5.3505,48.5268,299.49,73,92,5.09,overcast clouds
485,Marang,MY,5.2056,103.2059,302.57,84,28,0.39,scattered clouds
486,Dongobesh,TZ,-4.0667,35.3833,286.48,90,100,3.4,overcast clouds
487,Tura,IN,25.5198,90.2201,288.6,75,0,1.65,clear sky
488,Vestmannaeyjar,IS,63.4427,-20.2734,278.25,74,100,5.01,overcast clouds
489,Northam,GB,51.0333,-4.2167,286.14,90,100,7.71,overcast clouds
490,Ust-Maya,RU,60.4167,134.5333,231.14,98,66,0.17,broken clouds
491,Minot,US,48.2325,-101.2963,273.27,74,0,5.14,clear sky
492,Matara,LK,5.9485,80.5353,297.05,88,29,1.45,scattered clouds
493,Lahan,NP,26.7296,86.4951,290.77,74,0,1.16,clear sky
494,Santa Marinella,IT,42.0345,11.8536,286.86,67,12,7.15,few clouds
495,Puerto Leguizamo,CO,-0.1934,-74.7819,295.86,94,94,0.17,overcast clouds
496,Anito,PH,12.4497,125.2886,301.38,68,54,4.51,broken clouds
497,Hanzhong,CN,33.0728,107.0303,286.29,77,97,0.82,overcast clouds
498,Karasburg,NA,-28.0167,18.75,291.07,22,0,1.98,clear sky
499,High Level,CA,58.5169,-117.136,269.21,74,100,2.06,overcast clouds
500,Namatanai,PG,-3.6667,152.4333,303.41,59,100,3.38,overcast clouds
501,Muzhi,RU,65.3667,64.6667,254.15,97,16,2.59,few clouds
502,Alamos,MX,27.0167,-108.9333,289.75,18,0,1.54,clear sky
503,Flin Flon,CA,54.7682,-101.865,263.02,96,43,1.68,scattered clouds
504,Goderich,CA,43.7501,-81.7165,281.33,66,0,8.23,clear sky
505,Dingle,PH,10.9995,122.6711,300.21,80,79,4.89,broken clouds
506,Omaruru,NA,-21.4333,15.9333,293.11,21,0,1.18,clear sky
507,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,268.48,93,100,2.0,heavy shower snow
508,Oktyabrskoye,RU,43.0645,44.7417,278.23,100,100,2.0,light intensity drizzle
509,Omboue,GA,-1.5746,9.2618,295.94,93,100,1.11,overcast clouds
510,Leh,IN,34.1667,77.5833,262.34,67,0,1.17,clear sky
511,Zabol,AF,32.25,67.25,278.02,30,0,1.66,clear sky
512,Bassila,BJ,9.0081,1.6654,295.69,33,5,0.29,clear sky
513,Farsund,NO,58.0948,6.8047,283.18,100,100,6.39,overcast clouds
514,Formiga,BR,-20.4644,-45.4264,291.33,84,52,1.33,broken clouds
515,Toul,FR,48.6667,5.9167,277.92,100,100,2.57,fog
516,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,294.88,95,54,2.26,broken clouds
517,Auburn,US,47.3073,-122.2284,281.92,85,100,5.14,overcast clouds
518,Barkly West,ZA,-28.5354,24.5215,286.75,80,0,4.85,clear sky
519,Tual,ID,-5.6667,132.75,302.2,71,71,3.9,broken clouds
520,Asfi,MA,32.2994,-9.2372,292.06,60,0,3.85,clear sky
521,Maningrida,AU,-12.0667,134.2667,305.8,55,44,2.3,scattered clouds
522,Clermont,FR,49.5,2.4167,279.95,74,100,5.78,overcast clouds
523,Jibuti,DJ,11.5,42.5,293.51,77,0,4.97,clear sky
524,Mukhen,RU,48.1,136.1,264.42,77,100,3.1,overcast clouds
525,Trat,TH,12.5,102.5,301.43,87,100,0.86,overcast clouds
526,Coquimbo,CL,-29.9533,-71.3436,289.0,82,0,2.57,clear sky
527,Fare,PF,-16.7,-151.0167,299.51,71,25,4.89,scattered clouds
528,Deutsch-Wagram,AT,48.3032,16.5582,280.94,88,36,2.35,scattered clouds
529,Benguela,AO,-12.5763,13.4055,298.15,85,100,1.77,light rain
530,Yuzawa,JP,39.1667,140.5,281.3,58,48,6.57,scattered clouds
531,Pochutla,MX,15.7432,-96.4661,299.16,84,72,1.43,broken clouds
532,Vagur,FO,61.4732,-6.8119,282.76,93,94,13.32,overcast clouds
533,Sakakah,SA,29.9697,40.2064,286.91,57,4,2.89,clear sky
534,Hammerfest,NO,70.6634,23.6821,273.4,74,40,1.54,scattered clouds
535,Kindu,CD,-2.95,25.95,292.49,97,100,0.72,overcast clouds
536,Saint George,US,37.1041,-113.5841,282.48,37,75,0.45,broken clouds
537,Darnah,LY,32.767,22.6367,289.0,69,18,6.98,few clouds
538,Yuanping,CN,38.7153,112.7575,273.16,41,9,0.38,clear sky
539,Novo Aripuana,BR,-5.1206,-60.3797,296.1,96,100,0.52,overcast clouds
540,Talnakh,RU,69.4865,88.3972,253.82,98,100,5.43,light snow
541,Nuuk,GL,64.1835,-51.7216,270.6,79,100,2.45,overcast clouds
542,Ciudad Bolivar,VE,8.1222,-63.5497,299.78,77,100,4.33,overcast clouds
543,Hambantota,LK,6.1241,81.1185,296.34,100,40,1.03,scattered clouds
544,Margate,GB,51.3813,1.3862,283.88,85,100,4.92,light rain
545,Morondava,MG,-20.2833,44.2833,298.67,68,0,1.28,clear sky
546,Umm Lajj,SA,25.0213,37.2685,295.32,62,14,5.26,few clouds
547,Nizwa,OM,22.9333,57.5333,292.5,59,0,0.49,clear sky
548,Whyalla,AU,-33.0333,137.5833,292.57,53,8,6.47,clear sky
549,Evensk,RU,61.95,159.2333,259.55,78,100,6.86,overcast clouds
550,Paducah,US,37.0834,-88.6001,284.42,95,100,3.6,moderate rain
551,Le Port,RE,-20.9373,55.2919,296.13,55,0,1.98,clear sky
552,Hanko,FI,59.8333,22.95,271.51,85,100,5.58,light snow
553,Candolim,IN,15.5181,73.7626,297.91,83,1,1.81,clear sky
554,Tongliao,CN,43.6125,122.2653,270.87,39,12,7.13,few clouds
555,Nouakchott,MR,18.0858,-15.9785,294.11,30,0,4.77,clear sky
556,Bom Jesus,BR,-9.0744,-44.3586,295.32,93,83,0.64,light rain
557,Las Vegas,US,36.175,-115.1372,286.91,26,0,0.0,clear sky
558,Los Llanos De Aridane,ES,28.6585,-17.9182,291.0,35,40,4.92,scattered clouds
559,Yoichi,JP,43.2039,140.7703,275.97,72,100,7.66,light rain
560,Kirakira,SB,-10.4544,161.9205,302.07,73,41,3.26,scattered clouds
561,Kasongo-Lunda,CD,-6.4667,16.8167,293.54,99,100,1.01,overcast clouds
562,Egvekinot,RU,66.3167,-179.1667,251.62,97,85,1.82,overcast clouds
563,Manitowoc,US,44.0667,-87.8001,280.09,61,0,4.63,clear sky
564,Bani Walid,LY,31.7566,13.9942,287.07,61,0,10.58,clear sky
565,Vuktyl,RU,63.8567,57.3094,249.13,99,79,1.75,broken clouds
566,Avera,US,33.194,-82.5271,288.88,54,100,3.78,overcast clouds
567,Ifakara,TZ,-8.1333,36.6833,294.45,92,94,1.6,light rain
568,Kermanshah,IR,34.3142,47.065,278.65,70,20,0.0,few clouds
569,Chapais,CA,49.7834,-74.8492,273.03,97,100,3.88,overcast clouds
570,Bintulu,MY,3.1667,113.0333,299.38,89,20,1.54,few clouds
571,Hirara,JP,24.8,125.2833,300.07,69,40,7.2,scattered clouds
572,Rawlins,US,41.7911,-107.2387,272.23,86,100,6.17,overcast clouds
573,Colares,PT,38.7992,-9.4469,286.67,76,100,2.24,overcast clouds
574,Imbituba,BR,-28.24,-48.6703,296.4,93,98,5.8,light rain
575,Puerto Baquerizo Moreno,EC,-0.9,-89.6,293.63,85,98,3.77,overcast clouds
576,Nelson Bay,AU,-32.7167,152.15,300.42,69,100,2.68,overcast clouds
577,Alice Springs,AU,-23.7,133.8833,300.9,61,40,2.57,scattered clouds
578,Bria,CF,6.5423,21.9863,295.51,48,47,0.38,scattered clouds
579,Jinchang,CN,38.4953,102.1739,274.67,36,63,4.09,broken clouds
580,Gravdal,NO,68.1214,13.5031,277.16,86,100,7.61,light rain
581,Ilmajoki,FI,62.7333,22.5667,271.47,95,100,2.06,overcast clouds
582,Sainte-Maxime,FR,43.3,6.6333,283.25,59,0,1.35,clear sky
583,Hun,LY,29.1268,15.9477,287.88,67,45,5.19,scattered clouds
584,Diego De Almagro,CL,-26.3667,-70.05,292.91,49,0,1.42,clear sky
585,Verkhnyaya Inta,RU,65.9811,60.3094,254.81,92,100,5.04,overcast clouds
586,Darfo,IT,45.8779,10.1812,280.44,73,71,0.45,broken clouds
587,Guerrero Negro,MX,27.9769,-114.0611,290.28,65,0,5.66,clear sky
588,Amga,RU,60.8953,131.9608,230.91,100,67,0.15,broken clouds
589,Minsk,BY,53.9,27.5667,269.67,99,86,1.75,overcast clouds
590,Okha,RU,53.5739,142.9478,269.08,85,100,9.71,overcast clouds
591,Istok,XK,42.7808,20.4875,276.89,83,100,1.1,overcast clouds
592,Nguru,NG,12.8791,10.4526,291.57,18,100,4.38,overcast clouds
593,Malartic,CA,48.1335,-78.1328,275.21,90,11,4.02,few clouds
594,Boyolangu,ID,-8.1181,111.8935,298.26,88,100,1.85,overcast clouds
595,Pacifica,US,37.6138,-122.4869,289.66,74,0,5.66,clear sky
596,Ambovombe,MG,-25.1667,46.0833,296.3,71,12,1.97,few clouds
597,Fairbanks,US,64.8378,-147.7164,264.34,89,100,0.0,light snow
598,Damara,CF,4.9608,18.7035,296.71,81,100,2.16,overcast clouds
599,Shache,CN,38.4167,77.2406,281.91,19,3,3.42,clear sky
600,Marsa Matruh,EG,31.3525,27.2453,290.19,61,100,2.4,overcast clouds
601,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,293.69,92,0,4.44,clear sky
602,Kidal,ML,18.4411,1.4078,293.29,23,100,3.56,overcast clouds
603,Methven,NZ,-43.6333,171.65,283.1,99,100,1.34,overcast clouds
604,Srednekolymsk,RU,67.45,153.6833,233.78,100,48,1.02,scattered clouds
605,Adrar,MR,20.5022,-10.0711,293.42,16,99,3.78,overcast clouds
606,Sobolevo,RU,54.4299,31.8996,272.44,98,100,3.47,light snow
607,Gumdag,TM,39.2061,54.5906,284.86,41,2,10.12,clear sky
608,Sao Mateus Do Sul,BR,-25.8742,-50.3828,289.34,99,100,2.41,overcast clouds
609,Mayo,US,38.8876,-76.5119,282.69,65,0,2.57,clear sky
610,Lorengau,PG,-2.0226,147.2712,303.08,64,85,3.36,overcast clouds
611,Bitung,ID,1.4451,125.1824,304.62,70,7,3.08,clear sky
612,Thanh Hoa,VN,19.8,105.7667,298.37,90,17,1.72,few clouds
613,Guane,CU,22.2025,-84.0875,297.4,83,10,2.01,clear sky
614,Lubbock,US,33.6001,-101.8338,278.29,93,0,1.54,clear sky
615,Kadipur,IN,26.1667,82.3833,288.04,52,0,1.76,clear sky
616,Carmo Do Paranaiba,BR,-19.0008,-46.3161,292.46,79,88,0.34,overcast clouds
617,Inhambane,MZ,-23.865,35.3833,296.48,86,100,1.63,overcast clouds
618,Henties Bay,NA,-22.116,14.2845,287.02,93,33,3.34,scattered clouds
619,Puerto Escondido,MX,15.85,-97.0667,300.61,61,40,2.06,scattered clouds
620,Sept-Iles,CA,50.2001,-66.3821,274.15,89,100,4.12,overcast clouds
621,Kitgum,UG,3.2783,32.8867,295.67,56,100,1.51,overcast clouds
622,Luwingu,ZM,-10.2621,29.9271,290.45,91,78,1.21,broken clouds
623,Desaguadero,PE,-16.5656,-69.0417,282.16,62,100,3.03,overcast clouds
624,Holguin,CU,20.8872,-76.2631,297.87,83,20,4.12,few clouds
625,Sambava,MG,-14.2667,50.1667,295.11,83,0,4.24,clear sky
626,Porto Torres,IT,40.835,8.3972,284.25,65,0,3.65,clear sky
627,Hutchinson,US,38.0608,-97.9298,280.14,88,100,4.12,overcast clouds
628,Montoro,ES,38.0241,-4.3834,286.47,32,100,1.38,overcast clouds
629,Creel,MX,27.75,-107.6333,277.01,29,0,2.21,clear sky
630,Tessalit,ML,20.1986,1.0114,293.41,23,94,3.17,overcast clouds
631,Aguas Vermelhas,BR,-15.7472,-41.46,292.16,97,100,1.17,overcast clouds
632,Gigmoto,PH,13.7796,124.39,301.5,64,83,4.98,broken clouds
633,Areia Branca,BR,-4.9561,-37.1369,301.26,76,100,7.48,overcast clouds
634,Amberley,US,39.2048,-84.428,283.29,65,100,0.89,overcast clouds
635,Rabo De Peixe,PT,37.8,-25.5833,286.08,97,20,3.6,few clouds
636,Rincon,US,32.296,-81.2354,290.32,88,100,0.0,overcast clouds
637,Wagga Wagga,AU,-35.1167,147.3667,298.62,53,48,4.09,scattered clouds
638,Coolum Beach,AU,-26.5333,153.1,303.75,71,98,5.2,overcast clouds
639,Mamallapuram,IN,12.6264,80.1722,299.18,86,75,2.38,broken clouds
640,Solnechnyy,RU,50.7214,136.6319,262.78,72,59,0.54,broken clouds
641,Mareeba,AU,-17.0,145.4333,302.31,64,92,2.42,overcast clouds
642,Praya,CV,14.9215,-23.5087,296.45,83,0,6.17,clear sky
643,Itoman,JP,26.1247,127.6694,297.16,67,75,6.17,broken clouds
644,Erzin,TR,36.9559,36.2,284.13,65,53,2.02,broken clouds
645,Beloha,MG,-25.1667,45.05,296.6,71,5,1.77,clear sky
646,Vodnyy,RU,63.5046,53.4095,253.01,95,100,1.61,overcast clouds
647,Vilyuysk,RU,63.7553,121.6247,230.38,100,73,0.26,broken clouds
648,The Valley,AI,18.217,-63.0578,300.27,73,0,7.34,clear sky
649,Arinos,BR,-15.9169,-46.1056,294.61,89,59,1.22,broken clouds
650,Port Blair,IN,11.6667,92.75,298.17,88,20,0.0,mist
651,Antalaha,MG,-14.9003,50.2788,294.94,79,76,2.65,light rain
652,Vardo,NO,70.3705,31.1107,273.14,80,100,8.75,overcast clouds
653,Shakawe,BW,-18.3667,21.85,293.23,82,53,1.98,broken clouds
654,Mantua,IT,45.1667,10.7833,280.73,70,3,1.45,clear sky
655,Orange,US,33.7,-117.7675,292.64,53,20,3.09,few clouds
656,Elat,IL,29.5581,34.9482,289.06,59,0,5.14,clear sky
657,Aguimes,ES,27.9054,-15.4461,292.96,60,20,6.17,few clouds
658,Spornoye,RU,50.8448,37.2913,274.62,97,100,4.27,light snow
659,Barreirinhas,BR,-2.7469,-42.8264,299.15,79,100,3.13,overcast clouds
660,Lieksa,FI,63.3167,30.0167,265.4,92,100,2.79,overcast clouds
661,Alenquer,BR,-1.9417,-54.7383,299.16,74,73,0.39,broken clouds
662,Upata,VE,8.0086,-62.3989,294.72,98,99,1.56,overcast clouds
663,Storforshei,NO,66.4043,14.5233,274.07,69,75,3.6,broken clouds
664,Bad Sassendorf,DE,51.5833,8.1667,278.94,95,71,0.45,broken clouds
665,Skelleftea,SE,64.7507,20.9528,273.35,100,100,1.54,overcast clouds
666,Ust-Tsilma,RU,65.441,52.1498,254.77,99,78,1.8,broken clouds
667,Bonavista,CA,48.6499,-53.1147,276.64,86,100,13.11,overcast clouds
668,Bandipur,NP,27.9333,84.4167,282.31,77,0,1.12,clear sky
669,Dingzhou,CN,38.5131,114.9956,275.21,29,75,2.93,broken clouds
670,Ukiah,US,39.1502,-123.2078,288.95,61,0,0.45,clear sky
671,Curup,ID,-3.4667,102.5333,295.55,88,96,0.98,overcast clouds
